MiniDOT Logger Concatenated Data File
Sensor:             7392-296600
Concatenation Date: 2020Sep25 15:13:52 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1537811520,           2018-09-24 17:52:00,           2018-09-24 13:52:00,      3.600000,     25.619000,          6.268000,                    76.722848,      0.996000
                1537813320,           2018-09-24 18:22:00,           2018-09-24 14:22:00,      3.590000,     24.902000,          6.193000,                    74.813643,      0.998000
                1537815120,           2018-09-24 18:52:00,           2018-09-24 14:52:00,      3.590000,     24.118000,          6.243000,                    74.328571,      0.996000
                1537816920,           2018-09-24 19:22:00,           2018-09-24 15:22:00,      3.590000,     23.587000,          6.251000,                    73.687241,      0.996000
                1537818720,           2018-09-24 19:52:00,           2018-09-24 15:52:00,      3.590000,     23.089000,          6.270000,                    73.219762,      0.996000
                1537820520,           2018-09-24 20:22:00,           2018-09-24 16:22:00,      3.580000,     22.508000,          6.322000,                    73.015385,      0.996000
                1537822320,           2018-09-24 20:52:00,           2018-09-24 16:52:00,      3.580000,     21.976000,          6.331000,                    72.376747,      0.995000
                1537824120,           2018-09-24 21:22:00,           2018-09-24 17:22:00,      3.580000,     21.479000,          6.377000,                    72.205276,      0.995000
                1537825920,           2018-09-24 21:52:00,           2018-09-24 17:52:00,      3.580000,     21.057000,          6.415000,                    72.040975,      0.995000
                1537827720,           2018-09-24 22:22:00,           2018-09-24 18:22:00,      3.580000,     20.872000,          6.430000,                    71.948478,      0.995000
                1537829520,           2018-09-24 22:52:00,           2018-09-24 18:52:00,      3.570000,     20.543000,          7.140000,                    79.378235,      0.995000
                1537905600,           2018-09-25 20:00:00,           2018-09-25 16:00:00,      3.480000,      6.910000,          8.107000,                    66.637334,      0.995000
                1537907400,           2018-09-25 20:30:00,           2018-09-25 16:30:00,      3.480000,      7.018000,          8.182000,                    67.434989,      0.997000
                1537909200,           2018-09-25 21:00:00,           2018-09-25 17:00:00,      3.480000,      7.106000,          8.221000,                    67.904844,      0.997000
                1537911000,           2018-09-25 21:30:00,           2018-09-25 17:30:00,      3.470000,      7.360000,          8.237000,                    68.466715,      0.997000
                1537912800,           2018-09-25 22:00:00,           2018-09-25 18:00:00,      3.470000,      7.795000,          8.276000,                    69.531927,      0.997000
                1537914600,           2018-09-25 22:30:00,           2018-09-25 18:30:00,      3.470000,      7.843000,          8.221000,                    69.151187,      0.997000
                1537916400,           2018-09-25 23:00:00,           2018-09-25 19:00:00,      3.470000,      7.756000,          8.229000,                    69.070906,      0.997000
                1537918200,           2018-09-25 23:30:00,           2018-09-25 19:30:00,      3.470000,      7.554000,          8.211000,                    68.578241,      0.996000
                1537920000,           2018-09-26 00:00:00,           2018-09-25 20:00:00,      3.460000,      7.843000,          8.214000,                    69.092307,      0.997000
                1537921800,           2018-09-26 00:30:00,           2018-09-25 20:30:00,      3.460000,      7.920000,          8.215000,                    69.231174,      0.997000
                1537923600,           2018-09-26 01:00:00,           2018-09-25 21:00:00,      3.460000,      7.891000,          8.178000,                    68.870441,      0.996000
                1537925400,           2018-09-26 01:30:00,           2018-09-25 21:30:00,      3.460000,      7.872000,          8.170000,                    68.771055,      0.997000
                1537927200,           2018-09-26 02:00:00,           2018-09-25 22:00:00,      3.460000,      7.814000,          8.174000,                    68.706974,      0.997000
                1537929000,           2018-09-26 02:30:00,           2018-09-25 22:30:00,      3.450000,      7.805000,          8.188000,                    68.809461,      0.997000
                1537930800,           2018-09-26 03:00:00,           2018-09-25 23:00:00,      3.450000,      7.785000,          8.173000,                    68.649712,      0.997000
                1537932600,           2018-09-26 03:30:00,           2018-09-25 23:30:00,      3.450000,      7.766000,          8.136000,                    68.307069,      0.997000
                1537934400,           2018-09-26 04:00:00,           2018-09-26 00:00:00,      3.450000,      7.679000,          8.130000,                    68.110967,      0.997000
                1537936200,           2018-09-26 04:30:00,           2018-09-26 00:30:00,      3.450000,      7.660000,          8.117000,                    67.970293,      0.997000
                1537938000,           2018-09-26 05:00:00,           2018-09-26 01:00:00,      3.450000,      7.621000,          8.121000,                    67.938568,      0.997000
                1537939800,           2018-09-26 05:30:00,           2018-09-26 01:30:00,      3.450000,      7.573000,          8.125000,                    67.891743,      0.996000
                1537941600,           2018-09-26 06:00:00,           2018-09-26 02:00:00,      3.440000,      7.534000,          8.128000,                    67.851571,      0.997000
                1537943400,           2018-09-26 06:30:00,           2018-09-26 02:30:00,      3.440000,      7.466000,          8.160000,                    68.004542,      0.997000
                1537945200,           2018-09-26 07:00:00,           2018-09-26 03:00:00,      3.440000,      7.476000,          8.168000,                    68.088015,      0.997000
                1537947000,           2018-09-26 07:30:00,           2018-09-26 03:30:00,      3.440000,      7.447000,          8.130000,                    67.722753,      0.997000
                1537948800,           2018-09-26 08:00:00,           2018-09-26 04:00:00,      3.440000,      7.408000,          8.131000,                    67.665872,      0.997000
                1537950600,           2018-09-26 08:30:00,           2018-09-26 04:30:00,      3.440000,      7.389000,          8.104000,                    67.409520,      0.997000
                1537952400,           2018-09-26 09:00:00,           2018-09-26 05:00:00,      3.440000,      7.350000,          8.088000,                    67.211588,      0.997000
                1537954200,           2018-09-26 09:30:00,           2018-09-26 05:30:00,      3.440000,      7.311000,          8.067000,                    66.972419,      0.997000
                1537956000,           2018-09-26 10:00:00,           2018-09-26 06:00:00,      3.440000,      7.282000,          8.051000,                    66.791613,      0.997000
                1537957800,           2018-09-26 10:30:00,           2018-09-26 06:30:00,      3.440000,      7.262000,          8.065000,                    66.874621,      0.998000
                1537959600,           2018-09-26 11:00:00,           2018-09-26 07:00:00,      3.440000,      7.194000,          8.029000,                    66.463978,      0.997000
                1537961400,           2018-09-26 11:30:00,           2018-09-26 07:30:00,      3.430000,      7.106000,          7.996000,                    66.046361,      0.997000
                1537963200,           2018-09-26 12:00:00,           2018-09-26 08:00:00,      3.430000,      6.998000,          7.973000,                    65.679734,      0.998000
                1537965000,           2018-09-26 12:30:00,           2018-09-26 08:30:00,      3.430000,      6.910000,          7.986000,                    65.642747,      0.997000
                1537966800,           2018-09-26 13:00:00,           2018-09-26 09:00:00,      3.430000,      6.851000,          7.880000,                    64.676187,      0.998000
                1537968600,           2018-09-26 13:30:00,           2018-09-26 09:30:00,      3.430000,      6.782000,          7.918000,                    64.876170,      0.997000
                1537970400,           2018-09-26 14:00:00,           2018-09-26 10:00:00,      3.430000,      6.674000,          7.931000,                    64.807342,      0.998000
                1537972200,           2018-09-26 14:30:00,           2018-09-26 10:30:00,      3.430000,      6.476000,          7.912000,                    64.331719,      0.997000
                1537974000,           2018-09-26 15:00:00,           2018-09-26 11:00:00,      3.430000,      6.258000,          7.928000,                    64.108869,      0.998000
                1537975800,           2018-09-26 15:30:00,           2018-09-26 11:30:00,      3.430000,      6.168000,          7.914000,                    63.850358,      0.997000
                1537977600,           2018-09-26 16:00:00,           2018-09-26 12:00:00,      3.430000,      6.168000,          7.946000,                    64.108535,      0.998000
                1537979400,           2018-09-26 16:30:00,           2018-09-26 12:30:00,      3.430000,      6.496000,          7.986000,                    64.966050,      0.998000
                1537981200,           2018-09-26 17:00:00,           2018-09-26 13:00:00,      3.420000,      6.456000,          8.000000,                    65.014543,      0.997000
                1537983000,           2018-09-26 17:30:00,           2018-09-26 13:30:00,      3.430000,      6.545000,          8.013000,                    65.265960,      0.998000
                1537984800,           2018-09-26 18:00:00,           2018-09-26 14:00:00,      3.430000,      6.713000,          8.018000,                    65.582252,      0.998000
                1537986600,           2018-09-26 18:30:00,           2018-09-26 14:30:00,      3.420000,      6.979000,          8.017000,                    66.010961,      0.998000
                1537988400,           2018-09-26 19:00:00,           2018-09-26 15:00:00,      3.430000,      7.135000,          8.030000,                    66.374993,      0.997000
                1537990200,           2018-09-26 19:30:00,           2018-09-26 15:30:00,      3.430000,      7.398000,          8.072000,                    67.158279,      0.998000
                1537992000,           2018-09-26 20:00:00,           2018-09-26 16:00:00,      3.430000,      7.756000,          8.139000,                    68.315483,      0.998000
                1537993800,           2018-09-26 20:30:00,           2018-09-26 16:30:00,      3.430000,      8.054000,          8.149000,                    68.900315,      0.998000
                1537995600,           2018-09-26 21:00:00,           2018-09-26 17:00:00,      3.430000,      8.255000,          8.132000,                    69.094248,      0.997000
                1537997400,           2018-09-26 21:30:00,           2018-09-26 17:30:00,      3.430000,      8.370000,          8.158000,                    69.509159,      0.998000
                1537999200,           2018-09-26 22:00:00,           2018-09-26 18:00:00,      3.430000,      8.417000,          8.215000,                    70.074700,      0.997000
                1538001000,           2018-09-26 22:30:00,           2018-09-26 18:30:00,      3.430000,      8.474000,          8.192000,                    69.975143,      0.997000
                1538002800,           2018-09-26 23:00:00,           2018-09-26 19:00:00,      3.430000,      8.427000,          8.231000,                    70.228213,      0.997000
                1538004600,           2018-09-26 23:30:00,           2018-09-26 19:30:00,      3.430000,      8.465000,          8.201000,                    70.036743,      0.997000
                1538006400,           2018-09-27 00:00:00,           2018-09-26 20:00:00,      3.430000,      8.379000,          8.200000,                    69.882281,      0.997000
                1538008200,           2018-09-27 00:30:00,           2018-09-26 20:30:00,      3.430000,      8.341000,          8.190000,                    69.732684,      0.997000
                1538010000,           2018-09-27 01:00:00,           2018-09-26 21:00:00,      3.430000,      8.617000,          8.146000,                    69.823436,      0.998000
                1538011800,           2018-09-27 01:30:00,           2018-09-26 21:30:00,      3.430000,      8.236000,          8.151000,                    69.223672,      0.998000
                1538013600,           2018-09-27 02:00:00,           2018-09-26 22:00:00,      3.430000,      8.093000,          8.124000,                    68.754359,      0.997000
                1538015400,           2018-09-27 02:30:00,           2018-09-26 22:30:00,      3.430000,      8.045000,          8.102000,                    68.487873,      0.997000
                1538017200,           2018-09-27 03:00:00,           2018-09-26 23:00:00,      3.430000,      7.997000,          8.075000,                    68.179630,      0.998000
                1538019000,           2018-09-27 03:30:00,           2018-09-26 23:30:00,      3.430000,      7.930000,          8.048000,                    67.840398,      0.998000
                1538020800,           2018-09-27 04:00:00,           2018-09-27 00:00:00,      3.430000,      7.824000,          7.996000,                    67.227270,      0.998000
                1538022600,           2018-09-27 04:30:00,           2018-09-27 00:30:00,      3.430000,      7.718000,          7.937000,                    66.557831,      0.997000
                1538024400,           2018-09-27 05:00:00,           2018-09-27 01:00:00,      3.430000,      7.525000,          7.928000,                    66.167312,      0.997000
                1538026200,           2018-09-27 05:30:00,           2018-09-27 01:30:00,      3.430000,      7.369000,          7.906000,                    65.730039,      0.997000
                1538028000,           2018-09-27 06:00:00,           2018-09-27 02:00:00,      3.430000,      7.272000,          7.868000,                    65.257269,      0.997000
                1538029800,           2018-09-27 06:30:00,           2018-09-27 02:30:00,      3.430000,      7.106000,          7.844000,                    64.790853,      0.998000
                1538031600,           2018-09-27 07:00:00,           2018-09-27 03:00:00,      3.430000,      6.930000,          7.819000,                    64.302106,      0.998000
                1538033400,           2018-09-27 07:30:00,           2018-09-27 03:30:00,      3.430000,      6.802000,          7.819000,                    64.097039,      0.998000
                1538035200,           2018-09-27 08:00:00,           2018-09-27 04:00:00,      3.430000,      6.674000,          7.811000,                    63.826774,      0.998000
                1538037000,           2018-09-27 08:30:00,           2018-09-27 04:30:00,      3.430000,      6.466000,          7.811000,                    63.494536,      0.998000
                1538038800,           2018-09-27 09:00:00,           2018-09-27 05:00:00,      3.430000,      6.218000,          7.814000,                    63.123247,      0.998000
                1538040600,           2018-09-27 09:30:00,           2018-09-27 05:30:00,      3.430000,      6.098000,          7.809000,                    62.891763,      0.998000
                1538042400,           2018-09-27 10:00:00,           2018-09-27 06:00:00,      3.430000,      5.917000,          7.839000,                    62.844335,      0.998000
                1538044200,           2018-09-27 10:30:00,           2018-09-27 06:30:00,      3.430000,      5.767000,          7.844000,                    62.645005,      0.998000
                1538046000,           2018-09-27 11:00:00,           2018-09-27 07:00:00,      3.420000,      5.625000,          7.850000,                    62.466335,      0.998000
                1538047800,           2018-09-27 11:30:00,           2018-09-27 07:30:00,      3.420000,      5.372000,          7.865000,                    62.181781,      0.997000
                1538049600,           2018-09-27 12:00:00,           2018-09-27 08:00:00,      3.420000,      5.270000,          7.877000,                    62.113768,      0.998000
                1538051400,           2018-09-27 12:30:00,           2018-09-27 08:30:00,      3.420000,      5.148000,          7.908000,                    62.162783,      0.999000
                1538053200,           2018-09-27 13:00:00,           2018-09-27 09:00:00,      3.420000,      5.045000,          7.909000,                    62.005759,      0.998000
                1538055000,           2018-09-27 13:30:00,           2018-09-27 09:30:00,      3.420000,      4.943000,          7.939000,                    62.077175,      0.998000
                1538056800,           2018-09-27 14:00:00,           2018-09-27 10:00:00,      3.420000,      4.850000,          7.968000,                    62.154165,      0.999000
                1538058600,           2018-09-27 14:30:00,           2018-09-27 10:30:00,      3.420000,      4.778000,          7.987000,                    62.186217,      0.999000
                1538060400,           2018-09-27 15:00:00,           2018-09-27 11:00:00,      3.420000,      4.675000,          8.034000,                    62.385118,      0.998000
                1538062200,           2018-09-27 15:30:00,           2018-09-27 11:30:00,      3.420000,      4.654000,          8.084000,                    62.739123,      0.999000
                1538064000,           2018-09-27 16:00:00,           2018-09-27 12:00:00,      3.420000,      4.695000,          8.117000,                    63.062384,      0.998000
                1538065800,           2018-09-27 16:30:00,           2018-09-27 12:30:00,      3.420000,      4.757000,          8.202000,                    63.825413,      0.999000
                1538067600,           2018-09-27 17:00:00,           2018-09-27 13:00:00,      3.420000,      4.912000,          8.233000,                    64.324445,      0.998000
                1538069400,           2018-09-27 17:30:00,           2018-09-27 13:30:00,      3.420000,      5.025000,          8.265000,                    64.763320,      0.998000
                1538071200,           2018-09-27 18:00:00,           2018-09-27 14:00:00,      3.420000,      5.076000,          8.324000,                    65.311533,      0.998000
                1538073000,           2018-09-27 18:30:00,           2018-09-27 14:30:00,      3.420000,      5.148000,          8.379000,                    65.865194,      0.999000
                1538074800,           2018-09-27 19:00:00,           2018-09-27 15:00:00,      3.420000,      5.433000,          8.398000,                    66.499669,      0.998000
                1538076600,           2018-09-27 19:30:00,           2018-09-27 15:30:00,      3.420000,      5.666000,          8.396000,                    66.881076,      0.998000
                1538078400,           2018-09-27 20:00:00,           2018-09-27 16:00:00,      3.420000,      5.917000,          8.409000,                    67.413957,      0.999000
                1538080200,           2018-09-27 20:30:00,           2018-09-27 16:30:00,      3.420000,      6.128000,          8.433000,                    67.968880,      0.999000
                1538082000,           2018-09-27 21:00:00,           2018-09-27 17:00:00,      3.420000,      6.267000,          8.467000,                    68.482982,      0.998000
                1538083800,           2018-09-27 21:30:00,           2018-09-27 17:30:00,      3.420000,      6.486000,          8.452000,                    68.739681,      0.998000
                1538085600,           2018-09-27 22:00:00,           2018-09-27 18:00:00,      3.420000,      6.526000,          8.465000,                    68.914622,      0.998000
                1538087400,           2018-09-27 22:30:00,           2018-09-27 18:30:00,      3.420000,      6.664000,          8.464000,                    69.145376,      0.998000
                1538089200,           2018-09-27 23:00:00,           2018-09-27 19:00:00,      3.420000,      6.733000,          8.460000,                    69.232172,      0.998000
                1538091000,           2018-09-27 23:30:00,           2018-09-27 19:30:00,      3.420000,      6.733000,          8.504000,                    69.592245,      0.997000
                1538092800,           2018-09-28 00:00:00,           2018-09-27 20:00:00,      3.420000,      6.723000,          8.517000,                    69.681195,      0.998000
                1538094600,           2018-09-28 00:30:00,           2018-09-27 20:30:00,      3.420000,      6.694000,          8.471000,                    69.254567,      0.998000
                1538096400,           2018-09-28 01:00:00,           2018-09-27 21:00:00,      3.420000,      6.664000,          8.460000,                    69.112699,      0.998000
                1538098200,           2018-09-28 01:30:00,           2018-09-27 21:30:00,      3.420000,      6.615000,          8.461000,                    69.036048,      0.998000
                1538100000,           2018-09-28 02:00:00,           2018-09-27 22:00:00,      3.420000,      6.605000,          8.429000,                    68.757708,      0.999000
                1538101800,           2018-09-28 02:30:00,           2018-09-27 22:30:00,      3.420000,      6.575000,          8.384000,                    68.339189,      0.998000
                1538103600,           2018-09-28 03:00:00,           2018-09-27 23:00:00,      3.420000,      6.625000,          8.368000,                    68.294348,      0.998000
                1538105400,           2018-09-28 03:30:00,           2018-09-27 23:30:00,      3.420000,      6.565000,          8.336000,                    67.930888,      0.998000
                1538107200,           2018-09-28 04:00:00,           2018-09-28 00:00:00,      3.420000,      6.555000,          8.296000,                    67.587960,      0.999000
                1538109000,           2018-09-28 04:30:00,           2018-09-28 00:30:00,      3.430000,      6.486000,          8.269000,                    67.251352,      0.998000
                1538110800,           2018-09-28 05:00:00,           2018-09-28 01:00:00,      3.430000,      6.446000,          8.214000,                    66.736898,      0.999000
                1538112600,           2018-09-28 05:30:00,           2018-09-28 01:30:00,      3.420000,      6.407000,          8.270000,                    67.125994,      1.000000
                1538114400,           2018-09-28 06:00:00,           2018-09-28 02:00:00,      3.420000,      6.357000,          8.261000,                    66.968583,      0.997000
                1538116200,           2018-09-28 06:30:00,           2018-09-28 02:30:00,      3.420000,      6.347000,          8.279000,                    67.097596,      0.998000
                1538118000,           2018-09-28 07:00:00,           2018-09-28 03:00:00,      3.430000,      6.297000,          8.277000,                    66.996899,      0.998000
                1538119800,           2018-09-28 07:30:00,           2018-09-28 03:30:00,      3.420000,      6.228000,          8.241000,                    66.589462,      0.998000
                1538121600,           2018-09-28 08:00:00,           2018-09-28 04:00:00,      3.430000,      6.168000,          8.250000,                    66.561214,      0.999000
                1538123400,           2018-09-28 08:30:00,           2018-09-28 04:30:00,      3.430000,      6.148000,          8.199000,                    66.116306,      0.998000
                1538125200,           2018-09-28 09:00:00,           2018-09-28 05:00:00,      3.420000,      6.108000,          8.194000,                    66.009161,      0.999000
                1538127000,           2018-09-28 09:30:00,           2018-09-28 05:30:00,      3.420000,      6.068000,          8.190000,                    65.910165,      0.998000
                1538128800,           2018-09-28 10:00:00,           2018-09-28 06:00:00,      3.420000,      6.008000,          8.154000,                    65.520764,      0.997000
                1538130600,           2018-09-28 10:30:00,           2018-09-28 06:30:00,      3.420000,      5.948000,          8.169000,                    65.541467,      0.998000
                1538132400,           2018-09-28 11:00:00,           2018-09-28 07:00:00,      3.420000,      5.757000,          8.128000,                    64.896601,      0.998000
                1538134200,           2018-09-28 11:30:00,           2018-09-28 07:30:00,      3.420000,      5.757000,          8.086000,                    64.561260,      1.000000
                1538136000,           2018-09-28 12:00:00,           2018-09-28 08:00:00,      3.420000,      5.686000,          8.055000,                    64.197472,      0.998000
                1538137800,           2018-09-28 12:30:00,           2018-09-28 08:30:00,      3.420000,      5.615000,          8.049000,                    64.033524,      0.999000
                1538139600,           2018-09-28 13:00:00,           2018-09-28 09:00:00,      3.420000,      5.524000,          8.009000,                    63.567289,      0.999000
                1538141400,           2018-09-28 13:30:00,           2018-09-28 09:30:00,      3.420000,      5.413000,          7.993000,                    63.260239,      0.998000
                1538143200,           2018-09-28 14:00:00,           2018-09-28 10:00:00,      3.420000,      5.341000,          8.018000,                    63.341016,      0.999000
                1538145000,           2018-09-28 14:30:00,           2018-09-28 10:30:00,      3.420000,      5.250000,          8.040000,                    63.366513,      0.999000
                1538146800,           2018-09-28 15:00:00,           2018-09-28 11:00:00,      3.420000,      5.148000,          8.054000,                    63.310452,      0.999000
                1538148600,           2018-09-28 15:30:00,           2018-09-28 11:30:00,      3.420000,      5.004000,          8.101000,                    63.443827,      0.999000
                1538150400,           2018-09-28 16:00:00,           2018-09-28 12:00:00,      3.420000,      5.168000,          8.146000,                    64.066631,      0.999000
                1538152200,           2018-09-28 16:30:00,           2018-09-28 12:30:00,      3.420000,      5.382000,          8.185000,                    64.728345,      0.999000
                1538154000,           2018-09-28 17:00:00,           2018-09-28 13:00:00,      3.420000,      5.575000,          8.197000,                    65.144331,      0.999000
                1538155800,           2018-09-28 17:30:00,           2018-09-28 13:30:00,      3.420000,      5.767000,          8.230000,                    65.727740,      0.999000
                1538157600,           2018-09-28 18:00:00,           2018-09-28 14:00:00,      3.420000,      6.018000,          8.272000,                    66.485795,      0.998000
                1538159400,           2018-09-28 18:30:00,           2018-09-28 14:30:00,      3.420000,      6.258000,          8.334000,                    67.391942,      0.998000
                1538161200,           2018-09-28 19:00:00,           2018-09-28 15:00:00,      3.420000,      6.625000,          8.314000,                    67.853634,      0.999000
                1538163000,           2018-09-28 19:30:00,           2018-09-28 15:30:00,      3.430000,      7.096000,          8.288000,                    68.441251,      0.999000
                1538164800,           2018-09-28 20:00:00,           2018-09-28 16:00:00,      3.430000,      7.204000,          8.296000,                    68.691236,      0.999000
                1538166600,           2018-09-28 20:30:00,           2018-09-28 16:30:00,      3.420000,      7.116000,          8.346000,                    68.954463,      0.998000
                1538168400,           2018-09-28 21:00:00,           2018-09-28 17:00:00,      3.430000,      7.184000,          8.440000,                    69.848902,      0.998000
                1538170200,           2018-09-28 21:30:00,           2018-09-28 17:30:00,      3.430000,      7.602000,          8.395000,                    70.197954,      0.999000
                1538172000,           2018-09-28 22:00:00,           2018-09-28 18:00:00,      3.430000,      7.843000,          8.391000,                    70.581147,      0.998000
                1538173800,           2018-09-28 22:30:00,           2018-09-28 18:30:00,      3.430000,      7.968000,          8.414000,                    70.991553,      0.999000
                1538175600,           2018-09-28 23:00:00,           2018-09-28 19:00:00,      3.430000,      7.968000,          8.402000,                    70.890306,      0.999000
                1538177400,           2018-09-28 23:30:00,           2018-09-28 19:30:00,      3.430000,      7.814000,          8.438000,                    70.926040,      0.998000
                1538179200,           2018-09-29 00:00:00,           2018-09-28 20:00:00,      3.430000,      8.169000,          8.377000,                    71.027031,      0.998000
                1538181000,           2018-09-29 00:30:00,           2018-09-28 20:30:00,      3.430000,      8.169000,          8.363000,                    70.908328,      0.999000
                1538182800,           2018-09-29 01:00:00,           2018-09-28 21:00:00,      3.430000,      8.035000,          8.363000,                    70.676895,      0.998000
                1538184600,           2018-09-29 01:30:00,           2018-09-28 21:30:00,      3.430000,      7.949000,          8.348000,                    70.401964,      0.998000
                1538186400,           2018-09-29 02:00:00,           2018-09-28 22:00:00,      3.430000,      7.958000,          8.259000,                    69.666728,      0.998000
                1538188200,           2018-09-29 02:30:00,           2018-09-28 22:30:00,      3.430000,      7.901000,          8.302000,                    69.931821,      0.999000
                1538190000,           2018-09-29 03:00:00,           2018-09-28 23:00:00,      3.430000,      7.853000,          8.303000,                    69.858053,      0.998000
                1538191800,           2018-09-29 03:30:00,           2018-09-28 23:30:00,      3.430000,      7.756000,          8.261000,                    69.339501,      0.998000
                1538193600,           2018-09-29 04:00:00,           2018-09-29 00:00:00,      3.430000,      7.650000,          8.156000,                    68.280075,      0.998000
                1538195400,           2018-09-29 04:30:00,           2018-09-29 00:30:00,      3.430000,      7.554000,          8.131000,                    67.910081,      0.998000
                1538197200,           2018-09-29 05:00:00,           2018-09-29 01:00:00,      3.430000,      7.408000,          8.063000,                    67.099978,      0.998000
                1538199000,           2018-09-29 05:30:00,           2018-09-29 01:30:00,      3.430000,      7.087000,          7.989000,                    65.957393,      0.998000
                1538200800,           2018-09-29 06:00:00,           2018-09-29 02:00:00,      3.430000,      7.233000,          8.020000,                    66.453709,      0.999000
                1538202600,           2018-09-29 06:30:00,           2018-09-29 02:30:00,      3.430000,      7.106000,          7.990000,                    65.996802,      0.998000
                1538204400,           2018-09-29 07:00:00,           2018-09-29 03:00:00,      3.430000,      7.047000,          7.960000,                    65.652643,      0.999000
                1538206200,           2018-09-29 07:30:00,           2018-09-29 03:30:00,      3.430000,      6.949000,          7.923000,                    65.188243,      0.999000
                1538208000,           2018-09-29 08:00:00,           2018-09-29 04:00:00,      3.430000,      6.822000,          7.896000,                    64.760600,      0.999000
                1538209800,           2018-09-29 08:30:00,           2018-09-29 04:30:00,      3.430000,      6.674000,          7.883000,                    64.415115,      0.998000
                1538211600,           2018-09-29 09:00:00,           2018-09-29 05:00:00,      3.430000,      6.615000,          7.857000,                    64.107815,      0.998000
                1538213400,           2018-09-29 09:30:00,           2018-09-29 05:30:00,      3.430000,      6.506000,          7.856000,                    63.924558,      0.998000
                1538215200,           2018-09-29 10:00:00,           2018-09-29 06:00:00,      3.430000,      6.397000,          7.832000,                    63.554834,      0.998000
                1538217000,           2018-09-29 10:30:00,           2018-09-29 06:30:00,      3.430000,      6.248000,          7.847000,                    63.437859,      0.999000
                1538218800,           2018-09-29 11:00:00,           2018-09-29 07:00:00,      3.430000,      6.108000,          7.822000,                    63.012407,      0.998000
                1538220600,           2018-09-29 11:30:00,           2018-09-29 07:30:00,      3.430000,      5.988000,          7.827000,                    62.861296,      0.999000
                1538222400,           2018-09-29 12:00:00,           2018-09-29 08:00:00,      3.430000,      5.988000,          7.828000,                    62.869328,      0.999000
                1538224200,           2018-09-29 12:30:00,           2018-09-29 08:30:00,      3.430000,      5.938000,          7.818000,                    62.709407,      0.999000
                1538226000,           2018-09-29 13:00:00,           2018-09-29 09:00:00,      3.430000,      5.877000,          7.792000,                    62.404097,      0.998000
                1538227800,           2018-09-29 13:30:00,           2018-09-29 09:30:00,      3.430000,      5.807000,          7.786000,                    62.245144,      0.998000
                1538229600,           2018-09-29 14:00:00,           2018-09-29 10:00:00,      3.430000,      5.686000,          7.825000,                    62.364397,      0.999000
                1538231400,           2018-09-29 14:30:00,           2018-09-29 10:30:00,      3.430000,      5.504000,          7.868000,                    62.416228,      0.999000
                1538233200,           2018-09-29 15:00:00,           2018-09-29 11:00:00,      3.430000,      5.524000,          7.896000,                    62.670410,      0.999000
                1538235000,           2018-09-29 15:30:00,           2018-09-29 11:30:00,      3.430000,      5.524000,          7.937000,                    62.995826,      0.999000
                1538236800,           2018-09-29 16:00:00,           2018-09-29 12:00:00,      3.420000,      5.504000,          7.976000,                    63.272984,      0.999000
                1538238600,           2018-09-29 16:30:00,           2018-09-29 12:30:00,      3.420000,      5.484000,          8.002000,                    63.446755,      0.998000
                1538240400,           2018-09-29 17:00:00,           2018-09-29 13:00:00,      3.420000,      5.514000,          8.062000,                    63.971581,      0.999000
                1538242200,           2018-09-29 17:30:00,           2018-09-29 13:30:00,      3.420000,      5.615000,          8.135000,                    64.717694,      0.999000
                1538244000,           2018-09-29 18:00:00,           2018-09-29 14:00:00,      3.430000,      5.857000,          8.136000,                    65.125987,      0.998000
                1538245800,           2018-09-29 18:30:00,           2018-09-29 14:30:00,      3.430000,      6.098000,          8.183000,                    65.903867,      0.999000
                1538247600,           2018-09-29 19:00:00,           2018-09-29 15:00:00,      3.420000,      6.357000,          8.205000,                    66.514614,      0.998000
                1538249400,           2018-09-29 19:30:00,           2018-09-29 15:30:00,      3.430000,      6.684000,          8.234000,                    67.300125,      0.999000
                1538251200,           2018-09-29 20:00:00,           2018-09-29 16:00:00,      3.430000,      6.832000,          8.302000,                    68.107495,      0.999000
                1538253000,           2018-09-29 20:30:00,           2018-09-29 16:30:00,      3.430000,      7.087000,          8.298000,                    68.508505,      0.998000
                1538254800,           2018-09-29 21:00:00,           2018-09-29 17:00:00,      3.430000,      7.301000,          8.343000,                    69.246634,      0.999000
                1538256600,           2018-09-29 21:30:00,           2018-09-29 17:30:00,      3.430000,      7.486000,          8.367000,                    69.764080,      0.999000
                1538258400,           2018-09-29 22:00:00,           2018-09-29 18:00:00,      3.430000,      7.573000,          8.344000,                    69.721687,      0.999000
                1538260200,           2018-09-29 22:30:00,           2018-09-29 18:30:00,      3.430000,      7.650000,          8.353000,                    69.929312,      0.999000
                1538262000,           2018-09-29 23:00:00,           2018-09-29 19:00:00,      3.430000,      7.689000,          8.358000,                    70.038306,      0.998000
                1538263800,           2018-09-29 23:30:00,           2018-09-29 19:30:00,      3.430000,      7.882000,          8.328000,                    70.118197,      0.998000
